review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,panel_rating,inverter_rating,has_images,image_urls,overall_rating,quality_rating
9114,John,VIC - 3196,VIC,3196,True,2012-09-11,11 September 2012,1.33,,I am still waiting  for installation to be complete-- 1st. try --left 300mm shadow accross 2nd bank of panels!!! & installed tilt frames in channels of roof !!    2nd. try--first bank of frames cut down to 200mm & moved bank to 400mm  accross neighbors roof  -- other bank of panels tilted at 750 mm &still installed in chanels-----!! roof has 75mm roofing nails showing through roof ???? I would not recommend the sub. contractor to anyone if i dont get any satisfaction tomorrow . I will count my losses &cancel my order!!!!!,1.0,1.0,2.0,2kW,"$6,000 to $10,000",Changzhou City Tianshun Energy Technology (Other),SMA,,0.0,0.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_sma.png'],0,0
