review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
94948,Dieter,NSW - 2800,NSW,2800,True,2021-11-05,05 November 2021,1.5,,"Genpac installed a solar system at my Springside, NSW property in March 2019.  It took a number of weeks to get it to work and has had numerous faults since installation, the main being repeated Circuit Breaker failures on the supply.  An electrician who came to replace the last failed CB said the installation was not only very poor quality workmanship but it is illegal with two main supply breakers on the board.I have tried for 2.5 years to get assistance from Genpac but they won't even reply.  I complained to NSW Fair Trading and they indicated that the installer was unlicensed, and because of this can't help me.  What a rip off!  The unit cost probably double of what was advertised on TV at the time and I was expecting, and promised, better quality.  A very hollow promise.  Beware and stay aware from these.",2.0,2.0,1.0,1.0,13kW,"$12,500 to $15,000",,Goodwe,,3.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_goodwe.png'],0,0
70924,Craig,VIC - 3844,VIC,3844,True,2019-12-01,01 December 2019,5.0,,Took  bit of time to get sorted but very happy with end result.,5.0,5.0,5.0,5.0,6.6kW,"$8,000 to $10,000",,Goodwe,,5.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_goodwe.png'],0,0
66307,Glenn,QLD - 4207,QLD,4207,True,2019-07-19,19 July 2019,5.0,,"A pleasure to deal with salesman Dane Jones, he knew is product, answered all my questions & quoted to suit my budget. I was so impressed with Ron the installer/electrician from ProSpark Electrical that I since contracted him & his company for two further major electrical jobs.",5.0,5.0,5.0,5.0,6.6kW,"$0 to $2,000",,,,,False,[],0,0
65749,Luccas,QLD - 4305,QLD,4305,True,2019-07-02,02 July 2019,5.0,,The people at Genpac have been a pleasure to deal with.  Our installation looks amazing and the professionalism of the electricians was a credit to this company.  I would not hesitate in recommending Genpac to anyone looking for a quality solar system.,5.0,5.0,5.0,5.0,9kW,"$8,000 to $10,000",,,,,False,[],0,0
65591,Leroy,QLD - 4133,QLD,4133,True,2019-06-27,27 June 2019,5.0,,The process was very professional and well informed. All questions answered. Very honest and transparent,5.0,5.0,5.0,5.0,10kW,"$12,500 to $15,000",,,,,False,[],0,0
65353,Chris,NSW - 2340,NSW,2340,True,2019-06-21,21 June 2019,1.0,,After being told that installation would take 6 weeks in Dec 2018 I have been constantly told that there have been issues. They lied told me they had installers everywhere and then keep giving me dates which again fall through. I have to chase them they never contact me and when I do I get nothing or told another date. I would not recommend this company to anyone.,1.0,1.0,1.0,1.0,6kW,"$4,000 to $6,000",,,,,False,[],0,0
64728,Andre,QLD - 4034,QLD,4034,True,2019-06-03,03 June 2019,5.0,,Very pleased with Genpac from the initial visit and quote right through to after installation. Genpac organised Pro Spark electrical Qld to carry out the install work which also did an exceptional job. Unlike most solar mobs -GENPAC was ontop of it all the time and had the install date set within a week or two of initial visit. Genpac offered a great price for me and i am very pleased with out 6.5kw qcell array and goodwe invertor. Works brilliantly with app and my system was accepted into solar grid last werk no problems what so ever. Thanks guys.,5.0,5.0,5.0,5.0,6.6kW,"$6,000 to $8,000",,,,,False,[],0,0
60199,Gary,NSW - 2800,NSW,2800,True,2019-02-21,21 February 2019,5.0,,A great company to deal with and professional installation completed at my house last week. A+ rating from me.,5.0,5.0,5.0,5.0,6kW,Under $3000,,,,,False,[],0,0
60047,Michelle,QLD - 4214,QLD,4214,True,2019-02-17,17 February 2019,5.0,,I donâ€™t normally leave reviews but felt the need to give the guys at Genpac the praise they deserve. The professionalism displayed during the whole process from sale through to installation was exceptional. The installer Ron and his team were fantastic and did an amazing job with the install. I couldnâ€™t be happier with my decision to go with Genpac.,5.0,5.0,5.0,5.0,More than 6kW,"$3,000 to $6,000",,,,,False,[],0,0
59336,Chris,NSW - 2800,NSW,2800,True,2019-01-31,31 January 2019,5.0,,Genpac have been fantastic to deal with. Everything was delivered as promised and the 6:6 kw system they installed is producing more power than we expected.,5.0,5.0,5.0,5.0,6kW,"$3,000 to $6,000",,,,,False,[],0,0
58995,Abby,QLD - 4220,QLD,4220,True,2019-01-23,23 January 2019,4.75,,"I would recommend Genpac Energy to anyone looking at buying a solar system. Our salesman Steve was very knowledgeable and made the buying process simple and didn't pressure us like some of the other people we spoke too. The installers were great, they made sure our wifi monitoring was setup and explained everything in detail.",4.0,5.0,5.0,5.0,More than 6kW,"$6,000 to $10,000",,,,,False,[],0,0
58515,William,QLD - 4165,QLD,4165,True,2019-01-14,14 January 2019,5.0,,I couldn't be happier with my solar installation from Genpac Energy.  Ron the installer was extremely friendly and couldn't be more helpful explaining the system to my wife and I. Great value for money and excellent German made quality equipment.,5.0,5.0,5.0,5.0,More than 6kW,"$3,000 to $6,000",,,,,False,[],0,0
56646,David,QLD - 4157,QLD,4157,True,2018-12-04,04 December 2018,2.0,,"After 5 appointments over 3 weeks and many phone calls I finally got the system up and running. Lots of broken promises, EXPOSED 240 volt wires, extremely poor communications, my thought are Genpac and installer Pro Spark Electrical should be avoided.",3.0,3.0,1.0,1.0,6kW,"$6,000 to $10,000",,,,,False,[],0,0
