review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
121111,Susan and Stephen,WA - 6015,WA,6015,True,2024-04-11,11 April 2024,5.0,,"The sales process was very good. Easy to understand. The installation was excellent, can't praise the installers to highly.Our house is three stories, and it wasn't an easy job.I was happy to go with all recommendations for make of panels, number of panels required and the best inverter for what we wanted to achieve.Naked Energy wasn't the cheapest, but they were definitely the most informed. Excellent from the beginning to the conclusion of the job",5.0,5.0,5.0,5.0,7kW,"More than $20,000",,I don't know,,,False,[],0,0
85217,Andrew,WA - 6722,WA,6722,True,2021-01-01,01 January 2021,5.0,,"From start to completion, the Naked Energy team provided useful advice, helpful information and graphics explaining the process, installation and end result and above all a detailed quotation they stood by and delivered with no additions.",5.0,5.0,5.0,5.0,6.6kW,"$6,000 to $8,000",,Huawei,,5.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_huawei.png'],0,0
77287,Allan,WA - 6214,WA,6214,True,2020-06-02,02 June 2020,2.0,,Sales/quoting process was fine.Installers said they had not left dents in colour bond roof but my inspection revealed several. Also they asked if they could leave several empty cardboard boxes for us to dispose. I said ok but they left boxes with installation rubbish and takeaway meal leftovers inside.Installer returned to 'fix' roof but simply used rubber sealant to cover roof creases.He did not check to see if panels were operating correctly and did not apologise for roof damage and leaving boxes with rubbish.,3.0,3.0,1.0,1.0,3.3kW,"$2,000 to $4,000",,,,,False,[],0,0
75825,Graham,WA - 6055,WA,6055,True,2020-04-21,21 April 2020,4.5,,"After deciding to go solar, I researched the many available options, currently in the market place. I was looking for a local company that displayed high levels of professionalism. After consulting with a couple of other companies,I settled on Naked Energy as, from the first contact with them, I was impressed with their staffs knowledge and attention to detail. Nothing was too much trouble and the staff were extremely helpful with ensuring all the paperwork, etc was completed properly and submitted promptly. Installation of the system was scheduled and expertly installed within a matter of weeks.The only issue was with the Wi-Fi connection on the inverter and to their credit, the Company Director took time out of his weekend to visit and rectify the issue.If you want to deal with a solar company that represents value for money, honesty and integrity and good old fashioned customer service, Naked Energy is for you.",4.0,5.0,4.0,5.0,6.6kW,"$6,000 to $8,000",,Huawei,,4.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_huawei.png'],0,0
24651,Mic,QLD - 4879,QLD,4879,True,2014-12-16,16 December 2014,4.75,,"Have had our 5.5kw system running for over 6 months now and couldn't be happier.  Normally I hate a visit rather than a quote over the phone, but I loved the walk through that assessed our current use and ways to optimize use after install.  The detailed page of what savings we could expect were realistic, with an estimated high/low savings (4.4-6.6yrs breakeven) giving a good range of outcomes - and so far we are ahead of the best case scenario.  They are open to negotiation and offer several levels of both panels and inverters, and providing spec sheets+model numbers that allows me time to come to sites like this to check the quality of the gear.There was no push or pressure, and certainly none of the ""decide today"" crap or pestering phone calls (*cough* euro solar), just good complete information that fit with the info on this site.  There was an inverter issue a few weeks in, but it was replaced quickly (in a few days) after it was brought to their attention.  Just outstanding",4.0,5.0,5.0,5.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
21267,Helen,QLD - 4880,QLD,4880,True,2014-01-02,02 January 2014,4.25,,,4.0,4.0,4.0,5.0,1kW,"$3,000 to $6,000",,,,,False,[],0,0
21246,Sabine,QLD - 4870,QLD,4870,True,2013-12-30,30 December 2013,4.5,,Very happy with Naked Energy product and service. Not the cheapest quote but best service and follow up. Only company to provide free system check after a few weeks to audit performance.,4.0,5.0,5.0,4.0,4kW,"$6,000 to $10,000",,,,,False,[],0,0
20966,Craig,QLD - 4873,QLD,4873,True,2013-12-02,02 December 2013,3.75,,"I went to the Naked factory and seen their systems at work. They then came out and visited us on site and answered every question I asked - unlike some who beat around the bush and always answered the questions with what we would save in $$$, not what I had asked. The installation was excellent and they were happy to place the inverter exactly where I wanted and they split the panels along two faces on the roof. They were negotiable. Excellent Customer Service.",3.0,4.0,4.0,4.0,6kW,"$6,000 to $10,000",,,,,False,[],0,0
20666,Rama,QLD - 4870,QLD,4870,True,2013-11-04,04 November 2013,4.5,,I considered many other suppliers and quotes. Although Naked Energy was not the lowest I decided on Naked Energy mainly for after sales service and locality. The sales person responded to every questions and needs I had. He also advised on ways and means to save energy.,4.0,4.0,5.0,5.0,4kW,"$6,000 to $10,000",,,,,False,[],0,0
20640,Peter,QLD - 4879,QLD,4879,True,2013-11-02,02 November 2013,4.0,,The installers showed up on time and got straight to work and 4 hours later the system was operational. We did have a failure of the inverter the next day. I work in an industry where you get a certain percentage of equipment failures within hours or days or even failure to start so I just called the supplier who sent the installer straight away. Once they confirmed the issues was a faulty inverter they replaced it the next day. Great service. The Naked Energy rep then booked a time to run through the system operation with me and I will see him again in 6 months for a follow up.Solar Quotes gave me 3 competitive quotes and all vendors followed up on their quotes without trying to hassle me for a sale. Happy to recommend them.,4.0,4.0,4.0,4.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
19470,Brian,QLD - 4869,QLD,4869,True,2013-07-24,24 July 2013,4.0,,"This company did not try the ""I'll ring the boss for a better quote"" or ""You have X days to make up your mind."" They were clear and ""up front"".",4.0,4.0,0,4.0,3kW,"$6,000 to $10,000",,,,,False,[],0,0
19282,Georgina,QLD - 4881,QLD,4881,True,2013-07-09,09 July 2013,4.25,,,4.0,4.0,4.0,5.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
15130,Hazel,QLD - 4880,QLD,4880,True,2012-08-06,06 August 2012,4.0,,"Naked Energy were prompt, pleasant and a pleasure to  do business with.",4.0,4.0,4.0,4.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
14868,Barbara,QLD - 4869,QLD,4869,True,2012-07-22,22 July 2012,4.75,,"Denis was our salesman, he is down to earth and easy to understand. The guys that did the install were fast and efficient.",5.0,5.0,4.0,5.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
14316,Anon,QLD - 4850,QLD,4850,True,2012-06-27,27 June 2012,4.0,,,4.0,4.0,4.0,4.0,2kW,"$3,000 to $6,000",,,,,False,[],0,0
14038,Rae,QLD - 4872,QLD,4872,True,2012-06-19,19 June 2012,4.5,,,4.0,4.0,5.0,5.0,4kW,"$6,000 to $10,000",,,,,False,[],0,0
13039,Anon,QLD - 4878,QLD,4878,True,2012-05-20,20 May 2012,4.5,,,4.0,4.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,,False,[],0,0
12999,Joy,QLD - 4852,QLD,4852,True,2012-05-18,18 May 2012,4.0,,Have not received an account from Ergon Energy unable to assess changes in finance.,4.0,4.0,4.0,4.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
12998,Tanya,QLD - 4850,QLD,4850,True,2012-05-17,17 May 2012,4.5,,"Great so far, no fuss, no hassles.",4.0,4.0,5.0,5.0,6kW,"$3,000 to $6,000",,,,,False,[],0,0
12948,Peter,QLD - 4872,QLD,4872,True,2012-05-16,16 May 2012,4.5,,,4.0,5.0,4.0,5.0,5kW,"$10,000 to $15,000",,,,,False,[],0,0
12941,Brent,QLD - 4870,QLD,4870,True,2012-05-15,15 May 2012,5.0,,"I couldn't recommend the team at Naked Energy any more. They were educational, professional, honest, and very fast. I did my homework before going solar, and they had the best quality products and prices that were even less than other companies cheap product. Their communication was great, and my system was installed in 2 weeks from deposit. The install team worked non-stop until the job was done, they were very professional, and left everything clean after they left.There was not one blip, it was some of the best service i have received since moving to Cairns 2 years ago.Thank you!!!",5.0,5.0,5.0,5.0,5kW,"$10,000 to $15,000",,,,,False,[],0,0
