review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
108906,Desiree,WA - 6171,WA,6171,True,2023-03-16,16 March 2023,4.75,,"Found the supplier on Facebook and traced a few goodle reviews.Received a quote within 2 days of initial contact with required details such as electrical supply, roof layout, floorplan and current electricity usage.Installation proceeded within 2 weeks of accepting quote and deposit of $99.I opted for a higher spec system instead of what was advertised on Facebook and paid a total of $3799.Solar Panel: 14 x Tier-1 JINKO 475W Tiger Neo N-type Mono-facial Half-Cut Cell Technology Black Frame Panels (25-year product warranty & 30-year performance warranty)Solar Inverter: 1 x 5kVA SUNGROW SG5K-D Single Phase Inverter (10-year warranty)Monitoring: Sungrow WiFi Monitoring SystemSungrow CT MeterContact person was Dave and he was very professional and responsive.Installers came on time and kept the place clean and tidy. Only broke 1 roof tile which they replaced with our spare.Installation was completed within about 3 hours.It's been 1 month now and so far so good.",5.0,4.0,5.0,5.0,6.6kW,"$2,000 to $4,000",Jinko Solar,Sungrow,,5.0,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/P_jinko-solar.png', 'https://www.solarquotes.com.au/img/invertermanufacturers/I_sungrow.png']",0,0
