review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
136213,Nicole,VIC - 3030,VIC,3030,True,2025-08-19,19 August 2025,1.0,,"They came by the house to discuss split system installation. They promised a good price if we paid the deposit and signed the contract that day, and assured us there was a 10-day cooling off period from signing should we change our mind and that our deposit would be paid back in full.Two days after signing, I contacted them to cancel my order and issue a refund. They promised it would be handled.It has been nearly two weeks since I requested my refund and the company has ghosted me. They have blocked my number so no texts or calls are going through. I’ve emailed the companies main support account multiple times and called their main number multiple and have received no response.My next step is to take this up with Consumer Affairs should I not hear back.I urge everyone to avoid this company. They are also not directly accredited with the Victoria Energy Rebate scheme, and partner with AussieGreenbacks for this, which has less than favourable reviews. Please do not be swindled with their time-pressure tactics like I was and do your research first.Should my deposit be refunded as promised I’ll remove this review.",1.0,,0,1.0,8kW,"$0 to $2,000",,I don't know,,1.0,False,[],0,0
86180,Matt,VIC - 3030,VIC,3030,True,2021-01-29,29 January 2021,1.0,,Still waiting after more then a year for installation. Has had a deposit for more then a year and still waiting for installation. Asked for deposit back and they will not return it.,1.0,1.0,1.0,1.0,9kW,"$0 to $2,000",,,,,False,[],0,0
26380,Janaka,VIC - 3195,VIC,3195,True,2015-06-06,06 June 2015,4.5,,"I found Green Power Co representatives to be honest and forthright in their dealing with me.  They were also not pushy like reps from some other companies.  Engineer by trade, I had lot of questions for them and they took the time to answer all my questions.They did a fantastic installation with neat workmanship and extras like PVC conduits the length of the DC cables. Their CEC accredited electricians were very professional on the job.  Green Power promptly arranged for the post installation electrical inspection and logging of the paper work for the grid connection.They still have few minor areas for improvement in their clean up and bracket installation.In summary Green Power Co did a very good job and gave me enough information to make an informed choice. Highly recommend them to anyone looking to install a solar PV system.My full review at : http://janakastechblog.blogspot.com.au/2015/06/green-power-co-review.html",4.0,4.0,5.0,5.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
13986,Anon,VIC - 3043,VIC,3043,True,2012-06-18,18 June 2012,4.5,,System was installed by Greenpower. This was a quote obtained from your advice but is not shown above.,4.0,4.0,5.0,5.0,3kW,"$6,000 to $10,000",,,,,False,[],0,0
13972,Anon,VIC - 3786,VIC,3786,True,2012-06-18,18 June 2012,4.5,,,4.0,4.0,5.0,5.0,4kW,"$6,000 to $10,000",,,,,False,[],0,0
12935,Craig,VIC - 3195,VIC,3195,True,2012-05-15,15 May 2012,4.0,,Still waiting to hook up to the grid but they were punctual and I was kept up to date with what was happening.I would also like to thank Finn for all the advice.,4.0,4.0,4.0,4.0,3kW,"$3,000 to $6,000",,,,,False,[],0,0
12640,Paul,VIC - 3960,VIC,3960,True,2012-04-26,26 April 2012,4.0,,"Good communicators, smooth paperwork flow and minimal delays after SP Ausnet approval.",4.0,4.0,4.0,4.0,4kW,"$6,000 to $10,000",,,,,False,[],0,0
10667,Chander,VIC - 3023,VIC,3023,True,2011-11-05,05 November 2011,4.5,,,4.0,4.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,,False,[],0,0
6633,Quoc,VIC - 3104,VIC,3104,True,2011-04-27,27 April 2011,4.5,,,4.0,4.0,5.0,5.0,3kW,"$6,000 to $10,000",,,,,False,[],0,0
6096,Anon,VIC - 3020,VIC,3020,True,2011-04-08,08 April 2011,3.0,,"All these panels came without boxes, and one of them was dirty look like they were unbox already! And the iverters was placed in the out side while we have a garage which can place more safety without any sun light!... And we now have not a full receipt! We did pay in full right after the installation!.....",3.0,,3.0,3.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
