review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
83295,Malcolm,NSW - 2830,NSW,2830,True,2020-11-05,05 November 2020,4.0,,Sales/quoting process was a little drawn out.Installation seemed well done and completed in one day. A couple of broken tiles were repaired/replaced.Too early to measure follow up customer service. No issues so far.,3.0,4.0,5.0,4.0,5kW,"$6,000 to $8,000",Qcells,Fronius,,5.0,True,"['https://www.solarquotes.com.au/img/panelmanufacturers/I_hanwha-q-cells.png', 'https://www.solarquotes.com.au/img/invertermanufacturers/I_fronius.png', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%200%200'%3E%3C/svg%3E"", 'https://www.solarquotes.com.au/img/installation/thumbnailsx83/fb69494c78144ebc696e1733f47f87700.jpg']",0,0
2955,Sue,NSW - 2750,NSW,2750,True,2010-10-04,04 October 2010,4.0,,,0,,0,4.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
2073,Anon,SA - 5096,SA,5096,True,2010-08-07,07 August 2010,4.0,,,4.0,4.0,4.0,4.0,2kW,"$3,000 to $6,000",,,,,False,[],0,0
1302,Ray,VIC - 3079,VIC,3079,True,2010-06-20,20 June 2010,5.0,,,5.0,5.0,5.0,5.0,2kW,Under $3000,,,,,False,[],0,0
736,Anon,VIC - 3130,VIC,3130,True,2010-06-06,06 June 2010,3.75,,Marked down on customer service as advised of installation the day prior.  Advised access to the house was not required which was wrong.  Installation took a day and a half when I had been told it would take a day.  This required tme off work.,4.0,4.0,4.0,3.0,2kW,"$6,000 to $10,000",,,,,False,[],0,0
626,Colin,VIC - 3139,VIC,3139,True,2010-06-01,01 June 2010,5.0,,"Great company to deal with, they were always on time and the standard of their work was excellent. I have already recommended them to others.",5.0,5.0,5.0,5.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
545,Raj,VIC - 3149,VIC,3149,True,2010-06-01,01 June 2010,4.75,,,4.0,5.0,5.0,5.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
239,Michelle,VIC - 3015,VIC,3015,True,2010-05-27,27 May 2010,5.0,,"Both Geoff from National Solar and Manu from Enviromate Australia were knowledgeable, professional and extremely helpful and timely in their responses - not much separated them in terms of quality of advice and price. The tipping point for us was the inverter that National Tank & Solar offered.Thanks for providing a great service that provided exactly what I wanted - to talk to a real person about what we required and some of the issues to consider (eg. where the inverter had to be placed and ideal distances from main switchboard) rather than just providing quotes based on Kw size which didn't answer my questions.When making the decision to 'go solar' some of the decisions are relatively easy (ie. what size system) however there are a other issues which you have to think about which is why a consultative process is always going to be far more beneficial than simply a price.Your simple and easy service saved a lot of running around.Trawling the web for information and suppliers just ended up confusing me more and many take weeks to respond to your queries, if at all. To have received phone calls from 2 of your suppliers within 24 hours was great especially when both wanted to talk about our needs rather than just give a price and hang up.",5.0,5.0,5.0,5.0,2kW,"$3,000 to $6,000",,,,,False,[],0,0
218,Sue,VIC - 3178,VIC,3178,True,2010-05-27,27 May 2010,5.0,,"as of May 27th installation has not occurred yet, Possibly 2-3 weeks.National Solar and Tanks representative was extremely helpful and knowledgeable.",5.0,5.0,0,5.0,3kW,"$15,000 to $20,000",,,,,False,[],0,0
147,David,VIC - 3046,VIC,3046,True,2010-05-26,26 May 2010,4.0,,,4.0,4.0,5.0,3.0,1.5kW,"$3,000 to $6,000",,,,,False,[],0,0
