review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
127029,Patrick,QLD - 4152,QLD,4152,True,2024-10-17,17 October 2024,1.0,,SolarKraft went broke 8 months after our installation. It's been a nightmare ever since.,1.0,1.0,1.0,1.0,6kW,"$6,000 to $8,000",,SolaX Power,,1.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_solax-power.png'],0,0
82891,Phil,NSW - 2283,NSW,2283,True,2020-10-25,25 October 2020,3.75,,The system was installed during a transition period where the metering was no longer done by the installer but by your energy supplier. The installer claimed that they were doing the metering but rang me eventually to advise that the retailer had to do the job. Rang EnergyAustralia and they had no paperwork for my solar. Rang them and they sent the application and the retailer was there within a month. A bit of chasing a tail but got there eventually.,5.0,4.0,4.0,2.0,10kW,"$10,000 to $15,000",,Ingeteam,,4.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_ingeteam-power-technolty-sa---energy.png'],0,0
50122,Jo,QLD - 4032,QLD,4032,True,2018-07-17,17 July 2018,2.75,,,3.0,3.0,3.0,2.0,6kW,"$6,000 to $10,000",,,,,False,[],0,0
46263,Anon,QLD - 4054,QLD,4054,True,2018-04-06,06 April 2018,4.5,,,4.0,5.0,5.0,4.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
45384,Henricus,QLD - 4059,QLD,4059,True,2018-03-16,16 March 2018,4.5,,"On the day of installation, our chosen 275 watt PV panels had not arrived, so Solarkraft upgraded us to more efficient 285 watt panels. Similarly, as we have a three-phase installation, they upgraded the inverter to an ABB 8.5 kW ""trio"" three-phase model.Sparkies arrived on time as promised and the whole installation was completed in one day, with commissioning on the following say -a Saturday-.Lewis ran me through the entire operating procedure on the Saturday as well as indicating where all the safety labels were located. Good job!All I need to do now is to be able to contact Origin in a timely manner.... long delays on the phone, internet link as given on the voice announcement is broken, I found it by doing a search, then as I tried to log in, an announcement popped that I didn't enter my details fast enough, so, as we write we're still on the starting blocks...",4.0,5.0,4.0,5.0,More than 6kW,"$6,000 to $10,000",,,,,False,[],0,0
43563,Nathan,QLD - 4014,QLD,4014,True,2018-01-28,28 January 2018,4.33,,,4.0,5.0,0,4.0,More than 6kW,"$6,000 to $10,000",,,,,False,[],0,0
42180,Gavin,NSW - 2320,NSW,2320,True,2017-12-22,22 December 2017,4.0,,,4.0,4.0,0,4.0,More than 6kW,"$10,000 to $15,000",,,,,False,[],0,0
40580,John,NSW - 2293,NSW,2293,True,2017-11-17,17 November 2017,4.5,,,4.0,5.0,4.0,5.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
39349,Tim,NSW - 2323,NSW,2323,True,2017-10-20,20 October 2017,4.33,,Thanks very much for the information. Even though I went with another supplier the website was really helpful to compare systems.,4.0,4.0,0,5.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
38324,Anon,QLD - 4570,QLD,4570,True,2017-09-15,15 September 2017,4.25,,"THE SYSTEM WAS INSTALLED ON THE 7TH SEPT AND WE ARE AWAITING FOR OUR ELECTRICITY SUPPLIER TO CHANGE THE METER AND COMMISSION THE SYSTEM,SO WE HAVE NOT AS YET HAD THE OPPORTUNITY TO MONITOR IT.",4.0,4.0,4.0,5.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
35467,Robert,NSW - 2320,NSW,2320,True,2017-05-09,09 May 2017,5.0,,"Very good service from start to finish. Happy with product .People that did job were very punctual , clean and respectful to our home",5.0,5.0,5.0,5.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
35176,Anon,QLD - 4285,QLD,4285,True,2017-04-25,25 April 2017,3.75,,,3.0,4.0,4.0,4.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
33199,Ken,QLD - 4209,QLD,4209,True,2017-01-11,11 January 2017,3.25,,"Installed panels wrong place on roof, been a slow job to get them moved, hopefully that will happen next week",4.0,4.0,2.0,3.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
31242,Vicki,QLD - 4210,QLD,4210,True,2016-08-04,04 August 2016,3.25,,"As anyone who is looking for a Solar System will tell you, there are so many choices from Company, Panels, Inverters, Deals available out there, it gets very confusing.I went with Solar Kraft because I felt they had the best information, price and quality.  Their installation was supposed to be in the one day and their after installation service sounded very good.Unfortunately it ended up taking 2 days and would have been 3, if my partner had not helped out the installation guy on the second day.  He got here late and was working on his own as his off-sider had called in sick that day.I was not properly taken through how the Inverter worked because it was hooked up prior to the panels being installed completely and talking to someone over the phone is not ideal, in fact, it's rather confusing.  There were some roof tiles broken but the company eventually got a contracted roof tiler out to replace them.When it came to final payment, the office couldn't locate their records of my initial deposit (thankfully I had my bank records), which was annoying.The Salesman was very knowledgeable and the Installers, although very nice, were young men out here from England on working visas... not the experienced, 'best in the country' installers I was told I was paying for. Also the lack of communication left a lot to be desired - the overall experience did leave a rather sour taste.I just hope now that the Panels and Inverter are as good as I was told and that in time the system proves to be as good as I was informed it would be.I guess I'll see the first results come with the next Electricity Bill.",4.0,4.0,2.0,3.0,5kW,"$6,000 to $10,000",,,,,False,[],0,0
