review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
75484,Dom,NSW - 2116,NSW,2116,True,2020-04-12,12 April 2020,1.0,,Have tried to get these people to replace faulty panels for 6 months. They refuse to return calls and even ignore Fair Trading. If you wish to have a very poor result then deal with these people.,1.0,1.0,1.0,1.0,20kW,"$15,000 to $20,000",,Fronius,,3.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_fronius.png'],0,0
55261,Andrew,NSW - 2594,NSW,2594,True,2018-11-06,06 November 2018,1.0,,,1.0,1.0,0,1.0,More than 6kW,"$3,000 to $6,000",,,,,False,[],0,0
51399,John,QLD - 4670,QLD,4670,True,2018-08-16,16 August 2018,5.0,,"It was a pleasure dealing with dollar solar and the installation was extremely professional and they were very quick, it was truly outstanding",5.0,5.0,5.0,5.0,More than 6kW,"$3,000 to $6,000",,,,,False,[],0,0
50616,George,NSW - 2444,NSW,2444,True,2018-07-30,30 July 2018,4.0,,,4.0,,4.0,4.0,5kW,Under $3000,,,,,False,[],0,0
45834,Paul,NSW - 2537,NSW,2537,True,2018-03-26,26 March 2018,4.25,,,5.0,4.0,4.0,4.0,6kW,"$3,000 to $6,000",,,,,False,[],0,0
42993,Deryck,NSW - 2170,NSW,2170,True,2018-01-16,16 January 2018,5.0,,,5.0,5.0,5.0,5.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
42947,Stirling,ACT - 2904,ACT,2904,True,2018-01-15,15 January 2018,3.75,,,4.0,5.0,4.0,2.0,6kW,"$3,000 to $6,000",,,,,False,[],0,0
40009,Barry,NSW - 2305,NSW,2305,True,2017-11-05,05 November 2017,2.75,,"After sales service is shocking to say the least , if there is a problem, I wish you luck , do not pay till its completed 100% and working right . Installer connected 3 panels back to front and we are waiting on them to reply to emails  Warning to all - steer clear!!",5.0,4.0,1.0,1.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
39806,Patrick,NSW - 2720,NSW,2720,True,2017-11-01,01 November 2017,1.0,,After 7 months of promises and BS I find myself writing this stupid review I must be frustrated.On a positive note the contractor that was ready to do the job I have been in contact with and he is doing the install.5k for 5kw jinko and solax hybrid.I still dont understand how some people have a great experience and others have just empty continual promises.Thankyou Dollar solar.,1.0,1.0,1.0,1.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
36140,Allana,NSW - 2548,NSW,2548,True,2017-06-12,12 June 2017,1.0,,"We agreed to go with dollar solar back in march 2017. I asked weekly for updates of when installation and delivery of solar would be. Initially Tom was enthusiastic and interested. Months passed with weekly calls to say installation ' would be next week'. We referred friends to get a quote from dollar solar, and next thing Tom was engaging with us again and installation would be ' 'next week'. Our friends decided not to go with dollar solar and then installation didn't occur. Continued to call Tom, who often didn't answer and then when he did answer would regualary call me 'Garry' (not my name). Phone calls only lasting 30 seconds as he was ' busy'. Two week passed with Tom not returning phone calls, tried the other number who said just text Tom, we tried that and he replied once. No further contact from him. Last week, after 3 months of this, a guy called Kim from dollar solar called out of the blue to say installation is 'next week' and that they are paying way more to the contractors that they normally would ( as if it was our fault ). We had lost faith in this company and their reliability by this stage and chose to cancel. The price is too good to be true. Their lack of communication is a true sign of how dangerous it would be to go with a company like this. I am sure if a problem occurred , they would just use their technique of avoiding your phone calls that Tom does so well. They say they provide solar across Australia, we are 3 hours from canberra. If you are regional or remote I would also avoid this company as they will drag you along for month, giving you false hope.",0,,1.0,1.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
36038,Jenny,NSW - 2144,NSW,2144,True,2017-06-07,07 June 2017,1.75,,"We chose Dollar Solar due to their very cheap pricing and well reviewed products. We are assured by the sales person that the installation would be done by professional  CEC accredited installers. This was not the case. From start to finish, the installation was a nightmare. They didn't have the right materials for our roof type and had to leave delaying the job a day. I took another day off work and waited for 3 hours the next morning after they were meant to arrive. No phone call or text to say they were running late. I called Dollar Solar to ask when they would be arriving but was unable to get any information. I was told I needed to call them but I had no contact details. Very frustrating! When the installation was finally complete, I needed to clean up after them all the wrappers and garbage had been stuffed into my bin but would not fit and blew all over the garden. Also, their ladders scratched my guttering. I have contacted to claim but have not had a reply. Very unprofessional. Cheap price, cheap job.",1.0,3.0,1.0,2.0,5kW,Under $3000,,,,,False,[],0,0
35434,Steven,QLD - 4205,QLD,4205,True,2017-05-07,07 May 2017,4.75,,"I was so impressed with the no-fuss approach of dollar solar with no sales people, just the supplier and the installer (electrician). System was ordered and installed in around 2 days.",5.0,4.0,5.0,5.0,5kW,Under $3000,,,,,False,[],0,0
35331,Martin,QLD - 4110,QLD,4110,True,2017-05-02,02 May 2017,5.0,,Got a few online quotes but dollar solar was the most responsive and had the best price. 6kw Trina panel and a 5kw SMA inverter for $4000. Installation was done over 2 days On a 2 storey house a week after accepting quote. They have a cheaper setups but we opted for the SMA based on review.Highly recommended for value,5.0,5.0,5.0,5.0,5kW,"$3,000 to $6,000",,,,,False,[],0,0
24634,Steve,NSW - 2571,NSW,2571,True,2014-12-12,12 December 2014,4.75,,"Trina panels powder coated black, Aurora Power One inverter 10kW system, 3 phase for $8800.00 out of pocket and didn't pay a cent until after job was completed. Tom from Dollar Solar kept me updated along the way.",5.0,5.0,4.0,5.0,More than 6kW,"$6,000 to $10,000",,,,,False,[],0,0
