review_id,reviewer_name,reviewer_location,reviewer_state,reviewer_postcode,reviewer_postcode_valid,review_date,review_date_formatted,overall_review_rating,review_title,review_description,value_for_money_rating,quality_of_system_rating,installation_rating,customer_service_rating,system_size,system_cost,panel_brand,inverter_brand,battery_brand,inverter_rating,has_images,image_urls,overall_rating,quality_rating
126132,Scott,WA - 6156,WA,6156,True,2024-09-19,19 September 2024,4.25,,"Easy quoting and sales process, installation was on time and the team was professional and easy to deal with.",4.0,4.0,5.0,4.0,6.6kW,"$4,000 to $6,000",DA Solar (Other),Sofar  (Other),,,False,[],0,0
97043,Michael,WA - 6025,WA,6025,True,2022-01-17,17 January 2022,3.0,,Installed over 2 days 2 weeks apart just before XmasUnable to install wifi to monitor panels hoping to have that fixed this weekOnly installed 16 panels instead of 18 so not a 6.6kw system awaiting outcome of this,3.0,4.0,3.0,2.0,6.6kW,"$6,000 to $8,000",Ulica (Other),APsystems,,3.0,True,['https://www.solarquotes.com.au/img/invertermanufacturers/I_apsystems.png'],0,0
